price,r,sigma_r,u,n,experiment
1.0,0.0,0.9746794344808963,0.0,0.8563301800543748,0
1.0,0.0,0.9759610647971567,0.04281650900271878,0.8563301800543748,0
1.0,0.0,0.9746794344808963,0.04543020400089885,0.09509040896632022,0
1.0,0.0,0.971197875049158,0.03240358307054944,-0.38485754155058044,0
1.0,0.0,0.9658253679657881,0.04595530127543963,0.4144507294627612,0
1.0016012806829397,0.0016,0.9588267470718528,0.02441465913413861,-0.3449408690441823,0
1.0015666679909405,-3.455795309182968e-05,0.9503654372752042,0.043916462650569754,0.26519749604342385,0
1.0015666679909405,0.0,0.9407768955764517,0.024473596065832135,0.26519749604342385,0
1.0015666679909405,0.0,0.9301596878049753,0.03650979106471173,0.26519749604342385,0
1.0015666679909405,0.0,0.9186665375711451,-0.01492442698612606,-0.9921745699520431,0
1.0015666679909405,0.0,0.9064302166387332,0.007011262570529631,0.42378936414698737,0
1.0015666679909405,0.0,0.8935676022421061,-0.005635499706591032,-0.24592398297188342,0
1.0015666679909405,0.0,0.8801818137072055,-0.03746987834369772,-0.6423230724487243,0
1.0015666679909405,0.0,0.8663640001590406,-0.05237247272860656,-0.3355217660418742,0
1.0015666679909405,0.0,0.8521948481948608,-0.042363992880621454,0.14779712423109542,0
1.0015666679909405,0.0,0.8377458625057128,0.0215777922123117,1.2364717089780406,0
1.0015666679909405,0.0,0.8230804606846063,0.013994343346608821,-0.1300911851017458,0
1.0015666679909405,0.0,0.8082549146685744,0.011493266393587633,-0.036027195713814866,0
1.0015666679909405,0.0,0.7933191646020289,0.053782781461598254,0.8572835677537993,0
1.0015666679909405,0.0,0.7783175258068058,0.11219685409988313,0.304816801687718,0
1.0015666679909405,0.0,0.763289305595096,0.21003850708492428,0.31683782936730615,0
0.9999654426440273,-0.0016,0.7482693435749684,0.21477742181506398,-0.3298208116266118,0
0.9999654426440273,0.0,0.7333257313975313,0.21988044219267608,-0.3298208116266118,0
0.9983667772091933,-0.0016,0.718408323832202,0.19239537950171165,-0.6647120242987989,0
0.9983667772091933,0.0,0.7036166378393545,0.22429532600411495,-1.0031596913538916,0
0.9999073723588023,0.0015419260216893683,0.6888990472719339,0.1798449584889692,1.8790464250495265,0
0.9998453270713745,-6.205296031393026e-05,0.6742805237224192,0.1206947259968261,0.35449879429764836,0
0.9998453270713745,0.0,0.6598442552548085,0.2086123109494612,0.7210841661349854,0
1.0014786586067157,0.001632251359262599,0.6455675665564103,0.21590663511687055,2.170409506403088,0
0.9998769290142161,-0.0016006450271852518,0.631433486075203,0.2411655116677763,0.2566392616715135,0
1.0030209070348068,0.0031394318234968326,0.6175456543996165,0.337627711404542,1.4208881362115247,0
1.0092844003497599,0.006225211969100513,0.6037635608747697,0.3335782889178906,1.741276783831317,0
1.0090676697456409,-0.00021475996003178177,0.5901358575916921,0.38794378128257234,0.2177525353832884,0
1.012272749104245,0.0031712442048674842,0.5768327927700654,0.4556104314100097,-0.24371044949201948,0
