AgentID,C4,C5,experiment,in_degree,max_od
14,0.0,0.1,17,2,9
15,0.0,0.1,17,23,9
16,0.0,0.1,17,6,9
17,0.0,0.1,17,13,9
18,0.0,0.1,17,29,9
19,0.0,0.1,17,4,9
20,0.0,0.1,17,6,9
21,0.0,0.1,17,0,9
22,0.0,0.1,17,18,9
23,0.0,0.1,17,11,9
24,0.0,0.1,17,1,9
25,0.0,0.1,17,9,9
26,0.0,0.1,17,5,9
27,0.0,0.1,17,17,9
28,0.0,0.1,17,0,9
29,0.0,0.1,17,9,9
30,0.0,0.1,17,1,9
31,0.0,0.1,17,0,9
32,0.0,0.1,17,14,9
33,0.0,0.1,17,6,9
34,0.0,0.1,17,18,9
35,0.0,0.1,17,18,9
36,0.0,0.1,17,2,9
37,0.0,0.1,17,3,9
38,0.0,0.1,17,0,9
39,0.0,0.1,17,24,9
40,0.0,0.1,17,1,9
41,0.0,0.1,17,8,9
42,0.0,0.1,17,1,9
43,0.0,0.1,17,0,9
44,0.0,0.1,17,14,9
45,0.0,0.1,17,1,9
46,0.0,0.1,17,0,9
47,0.0,0.1,17,13,9
48,0.0,0.1,17,1,9
49,0.0,0.1,17,12,9
0,0.0,0.15000000000000002,18,11,4
1,0.0,0.15000000000000002,18,0,4
2,0.0,0.15000000000000002,18,8,4
3,0.0,0.15000000000000002,18,1,4
4,0.0,0.15000000000000002,18,0,4
5,0.0,0.15000000000000002,18,0,4
6,0.0,0.15000000000000002,18,13,4
7,0.0,0.15000000000000002,18,18,4
8,0.0,0.15000000000000002,18,3,4
9,0.0,0.15000000000000002,18,0,4
10,0.0,0.15000000000000002,18,0,4
11,0.0,0.15000000000000002,18,1,4
12,0.0,0.15000000000000002,18,0,4
13,0.0,0.15000000000000002,18,0,4
14,0.0,0.15000000000000002,18,13,4
15,0.0,0.15000000000000002,18,5,4
16,0.0,0.15000000000000002,18,0,4
17,0.0,0.15000000000000002,18,6,4
18,0.0,0.15000000000000002,18,0,4
19,0.0,0.15000000000000002,18,2,4
20,0.0,0.15000000000000002,18,2,4
21,0.0,0.15000000000000002,18,0,4
22,0.0,0.15000000000000002,18,0,4
23,0.0,0.15000000000000002,18,29,4
24,0.0,0.15000000000000002,18,5,4
25,0.0,0.15000000000000002,18,3,4
26,0.0,0.15000000000000002,18,7,4
27,0.0,0.15000000000000002,18,0,4
28,0.0,0.15000000000000002,18,1,4
29,0.0,0.15000000000000002,18,1,4
30,0.0,0.15000000000000002,18,1,4
31,0.0,0.15000000000000002,18,2,4
32,0.0,0.15000000000000002,18,0,4
33,0.0,0.15000000000000002,18,1,4
34,0.0,0.15000000000000002,18,6,4
35,0.0,0.15000000000000002,18,3,4
36,0.0,0.15000000000000002,18,1,4
37,0.0,0.15000000000000002,18,3,4
38,0.0,0.15000000000000002,18,1,4
39,0.0,0.15000000000000002,18,0,4
40,0.0,0.15000000000000002,18,2,4
41,0.0,0.15000000000000002,18,2,4
42,0.0,0.15000000000000002,18,5,4
43,0.0,0.15000000000000002,18,7,4
44,0.0,0.15000000000000002,18,0,4
45,0.0,0.15000000000000002,18,3,4
46,0.0,0.15000000000000002,18,17,4
47,0.0,0.15000000000000002,18,0,4
48,0.0,0.15000000000000002,18,6,4
49,0.0,0.15000000000000002,18,11,4
0,0.0,0.15000000000000002,19,2,5
1,0.0,0.15000000000000002,19,0,5
2,0.0,0.15000000000000002,19,25,5
3,0.0,0.15000000000000002,19,0,5
4,0.0,0.15000000000000002,19,0,5
5,0.0,0.15000000000000002,19,12,5
6,0.0,0.15000000000000002,19,51,5
7,0.0,0.15000000000000002,19,0,5
8,0.0,0.15000000000000002,19,6,5
9,0.0,0.15000000000000002,19,13,5
10,0.0,0.15000000000000002,19,3,5
11,0.0,0.15000000000000002,19,9,5
12,0.0,0.15000000000000002,19,3,5
13,0.0,0.15000000000000002,19,7,5
14,0.0,0.15000000000000002,19,4,5
15,0.0,0.15000000000000002,19,1,5
16,0.0,0.15000000000000002,19,0,5
17,0.0,0.15000000000000002,19,0,5
18,0.0,0.15000000000000002,19,0,5
19,0.0,0.15000000000000002,19,2,5
20,0.0,0.15000000000000002,19,6,5
21,0.0,0.15000000000000002,19,3,5
22,0.0,0.15000000000000002,19,1,5
23,0.0,0.15000000000000002,19,26,5
24,0.0,0.15000000000000002,19,1,5
25,0.0,0.15000000000000002,19,0,5
26,0.0,0.15000000000000002,19,4,5
27,0.0,0.15000000000000002,19,0,5
28,0.0,0.15000000000000002,19,6,5
29,0.0,0.15000000000000002,19,0,5
30,0.0,0.15000000000000002,19,2,5
31,0.0,0.15000000000000002,19,0,5
32,0.0,0.15000000000000002,19,1,5
33,0.0,0.15000000000000002,19,9,5
34,0.0,0.15000000000000002,19,0,5
35,0.0,0.15000000000000002,19,2,5
36,0.0,0.15000000000000002,19,0,5
37,0.0,0.15000000000000002,19,15,5
38,0.0,0.15000000000000002,19,6,5
39,0.0,0.15000000000000002,19,1,5
40,0.0,0.15000000000000002,19,7,5
41,0.0,0.15000000000000002,19,4,5
42,0.0,0.15000000000000002,19,0,5
43,0.0,0.15000000000000002,19,0,5
44,0.0,0.15000000000000002,19,4,5
45,0.0,0.15000000000000002,19,2,5
46,0.0,0.15000000000000002,19,1,5
47,0.0,0.15000000000000002,19,6,5
48,0.0,0.15000000000000002,19,2,5
49,0.0,0.15000000000000002,19,3,5
0,0.0,0.15000000000000002,20,1,6
1,0.0,0.15000000000000002,20,5,6
2,0.0,0.15000000000000002,20,4,6
3,0.0,0.15000000000000002,20,0,6
4,0.0,0.15000000000000002,20,20,6
5,0.0,0.15000000000000002,20,1,6
6,0.0,0.15000000000000002,20,8,6
7,0.0,0.15000000000000002,20,46,6
8,0.0,0.15000000000000002,20,7,6
9,0.0,0.15000000000000002,20,9,6
10,0.0,0.15000000000000002,20,0,6
11,0.0,0.15000000000000002,20,3,6
12,0.0,0.15000000000000002,20,4,6
13,0.0,0.15000000000000002,20,9,6
14,0.0,0.15000000000000002,20,4,6
15,0.0,0.15000000000000002,20,2,6
16,0.0,0.15000000000000002,20,0,6
17,0.0,0.15000000000000002,20,3,6
18,0.0,0.15000000000000002,20,15,6
19,0.0,0.15000000000000002,20,8,6
20,0.0,0.15000000000000002,20,6,6
21,0.0,0.15000000000000002,20,3,6
22,0.0,0.15000000000000002,20,0,6
23,0.0,0.15000000000000002,20,3,6
24,0.0,0.15000000000000002,20,2,6
25,0.0,0.15000000000000002,20,13,6
26,0.0,0.15000000000000002,20,7,6
27,0.0,0.15000000000000002,20,16,6
28,0.0,0.15000000000000002,20,0,6
29,0.0,0.15000000000000002,20,1,6
30,0.0,0.15000000000000002,20,2,6
31,0.0,0.15000000000000002,20,16,6
32,0.0,0.15000000000000002,20,5,6
33,0.0,0.15000000000000002,20,6,6
34,0.0,0.15000000000000002,20,6,6
35,0.0,0.15000000000000002,20,5,6
36,0.0,0.15000000000000002,20,0,6
37,0.0,0.15000000000000002,20,4,6
38,0.0,0.15000000000000002,20,0,6
39,0.0,0.15000000000000002,20,0,6
40,0.0,0.15000000000000002,20,10,6
41,0.0,0.15000000000000002,20,0,6
42,0.0,0.15000000000000002,20,10,6
43,0.0,0.15000000000000002,20,8,6
44,0.0,0.15000000000000002,20,17,6
45,0.0,0.15000000000000002,20,1,6
46,0.0,0.15000000000000002,20,4,6
47,0.0,0.15000000000000002,20,1,6
48,0.0,0.15000000000000002,20,0,6
49,0.0,0.15000000000000002,20,5,6
0,0.0,0.15000000000000002,21,0,7
1,0.0,0.15000000000000002,21,3,7
2,0.0,0.15000000000000002,21,0,7
3,0.0,0.15000000000000002,21,3,7
4,0.0,0.15000000000000002,21,18,7
5,0.0,0.15000000000000002,21,1,7
6,0.0,0.15000000000000002,21,6,7
7,0.0,0.15000000000000002,21,0,7
8,0.0,0.15000000000000002,21,52,7
9,0.0,0.15000000000000002,21,0,7
10,0.0,0.15000000000000002,21,8,7
11,0.0,0.15000000000000002,21,2,7
12,0.0,0.15000000000000002,21,1,7
13,0.0,0.15000000000000002,21,10,7
14,0.0,0.15000000000000002,21,0,7
15,0.0,0.15000000000000002,21,52,7
16,0.0,0.15000000000000002,21,1,7
17,0.0,0.15000000000000002,21,1,7
18,0.0,0.15000000000000002,21,0,7
19,0.0,0.15000000000000002,21,44,7
20,0.0,0.15000000000000002,21,0,7
21,0.0,0.15000000000000002,21,0,7
22,0.0,0.15000000000000002,21,0,7
23,0.0,0.15000000000000002,21,18,7
24,0.0,0.15000000000000002,21,10,7
25,0.0,0.15000000000000002,21,5,7
26,0.0,0.15000000000000002,21,1,7
27,0.0,0.15000000000000002,21,9,7
28,0.0,0.15000000000000002,21,5,7
29,0.0,0.15000000000000002,21,15,7
30,0.0,0.15000000000000002,21,7,7
31,0.0,0.15000000000000002,21,26,7
32,0.0,0.15000000000000002,21,0,7
33,0.0,0.15000000000000002,21,1,7
34,0.0,0.15000000000000002,21,5,7
35,0.0,0.15000000000000002,21,9,7
36,0.0,0.15000000000000002,21,5,7
37,0.0,0.15000000000000002,21,2,7
38,0.0,0.15000000000000002,21,4,7
39,0.0,0.15000000000000002,21,0,7
40,0.0,0.15000000000000002,21,0,7
41,0.0,0.15000000000000002,21,2,7
42,0.0,0.15000000000000002,21,0,7
43,0.0,0.15000000000000002,21,2,7
44,0.0,0.15000000000000002,21,16,7
45,0.0,0.15000000000000002,21,2,7
46,0.0,0.15000000000000002,21,3,7
47,0.0,0.15000000000000002,21,0,7
48,0.0,0.15000000000000002,21,1,7
49,0.0,0.15000000000000002,21,0,7
0,0.0,0.15000000000000002,22,3,8
1,0.0,0.15000000000000002,22,0,8
2,0.0,0.15000000000000002,22,1,8
3,0.0,0.15000000000000002,22,0,8
4,0.0,0.15000000000000002,22,30,8
5,0.0,0.15000000000000002,22,11,8
6,0.0,0.15000000000000002,22,0,8
7,0.0,0.15000000000000002,22,6,8
8,0.0,0.15000000000000002,22,13,8
9,0.0,0.15000000000000002,22,8,8
10,0.0,0.15000000000000002,22,13,8
11,0.0,0.15000000000000002,22,7,8
12,0.0,0.15000000000000002,22,6,8
13,0.0,0.15000000000000002,22,54,8
14,0.0,0.15000000000000002,22,1,8
15,0.0,0.15000000000000002,22,9,8
16,0.0,0.15000000000000002,22,6,8
17,0.0,0.15000000000000002,22,36,8
18,0.0,0.15000000000000002,22,0,8
19,0.0,0.15000000000000002,22,1,8
20,0.0,0.15000000000000002,22,17,8
21,0.0,0.15000000000000002,22,14,8
22,0.0,0.15000000000000002,22,0,8
23,0.0,0.15000000000000002,22,0,8
24,0.0,0.15000000000000002,22,10,8
25,0.0,0.15000000000000002,22,5,8
26,0.0,0.15000000000000002,22,0,8
27,0.0,0.15000000000000002,22,19,8
28,0.0,0.15000000000000002,22,0,8
29,0.0,0.15000000000000002,22,1,8
30,0.0,0.15000000000000002,22,8,8
31,0.0,0.15000000000000002,22,5,8
32,0.0,0.15000000000000002,22,3,8
33,0.0,0.15000000000000002,22,4,8
34,0.0,0.15000000000000002,22,44,8
35,0.0,0.15000000000000002,22,14,8
36,0.0,0.15000000000000002,22,6,8
37,0.0,0.15000000000000002,22,0,8
38,0.0,0.15000000000000002,22,8,8
39,0.0,0.15000000000000002,22,1,8
40,0.0,0.15000000000000002,22,11,8
41,0.0,0.15000000000000002,22,10,8
42,0.0,0.15000000000000002,22,1,8
43,0.0,0.15000000000000002,22,1,8
44,0.0,0.15000000000000002,22,1,8
45,0.0,0.15000000000000002,22,0,8
46,0.0,0.15000000000000002,22,0,8
47,0.0,0.15000000000000002,22,4,8
48,0.0,0.15000000000000002,22,7,8
49,0.0,0.15000000000000002,22,1,8
0,0.0,0.15000000000000002,23,15,9
1,0.0,0.15000000000000002,23,11,9
2,0.0,0.15000000000000002,23,23,9
3,0.0,0.15000000000000002,23,10,9
4,0.0,0.15000000000000002,23,0,9
5,0.0,0.15000000000000002,23,19,9
6,0.0,0.15000000000000002,23,5,9
7,0.0,0.15000000000000002,23,4,9
8,0.0,0.15000000000000002,23,5,9
9,0.0,0.15000000000000002,23,5,9
10,0.0,0.15000000000000002,23,0,9
11,0.0,0.15000000000000002,23,8,9
12,0.0,0.15000000000000002,23,46,9
13,0.0,0.15000000000000002,23,7,9
14,0.0,0.15000000000000002,23,25,9
15,0.0,0.15000000000000002,23,3,9
16,0.0,0.15000000000000002,23,0,9
17,0.0,0.15000000000000002,23,9,9
18,0.0,0.15000000000000002,23,3,9
19,0.0,0.15000000000000002,23,2,9
20,0.0,0.15000000000000002,23,5,9
21,0.0,0.15000000000000002,23,11,9
22,0.0,0.15000000000000002,23,13,9
23,0.0,0.15000000000000002,23,28,9
24,0.0,0.15000000000000002,23,3,9
25,0.0,0.15000000000000002,23,6,9
26,0.0,0.15000000000000002,23,2,9
27,0.0,0.15000000000000002,23,21,9
28,0.0,0.15000000000000002,23,0,9
29,0.0,0.15000000000000002,23,0,9
30,0.0,0.15000000000000002,23,4,9
31,0.0,0.15000000000000002,23,12,9
32,0.0,0.15000000000000002,23,5,9
33,0.0,0.15000000000000002,23,20,9
34,0.0,0.15000000000000002,23,4,9
35,0.0,0.15000000000000002,23,52,9
36,0.0,0.15000000000000002,23,1,9
37,0.0,0.15000000000000002,23,0,9
38,0.0,0.15000000000000002,23,5,9
39,0.0,0.15000000000000002,23,0,9
40,0.0,0.15000000000000002,23,10,9
41,0.0,0.15000000000000002,23,0,9
42,0.0,0.15000000000000002,23,5,9
43,0.0,0.15000000000000002,23,1,9
44,0.0,0.15000000000000002,23,2,9
45,0.0,0.15000000000000002,23,0,9
46,0.0,0.15000000000000002,23,0,9
47,0.0,0.15000000000000002,23,28,9
48,0.0,0.15000000000000002,23,2,9
49,0.0,0.15000000000000002,23,10,9
0,0.0,0.2,24,0,4
1,0.0,0.2,24,1,4
2,0.0,0.2,24,1,4
3,0.0,0.2,24,22,4
4,0.0,0.2,24,2,4
5,0.0,0.2,24,1,4
6,0.0,0.2,24,0,4
7,0.0,0.2,24,3,4
8,0.0,0.2,24,13,4
9,0.0,0.2,24,0,4
10,0.0,0.2,24,0,4
11,0.0,0.2,24,1,4
12,0.0,0.2,24,2,4
13,0.0,0.2,24,2,4
14,0.0,0.2,24,6,4
15,0.0,0.2,24,0,4
16,0.0,0.2,24,7,4
17,0.0,0.2,24,1,4
18,0.0,0.2,24,0,4
19,0.0,0.2,24,5,4
20,0.0,0.2,24,16,4
21,0.0,0.2,24,5,4
22,0.0,0.2,24,5,4
23,0.0,0.2,24,0,4
24,0.0,0.2,24,0,4
25,0.0,0.2,24,5,4
26,0.0,0.2,24,10,4
27,0.0,0.2,24,10,4
28,0.0,0.2,24,4,4
29,0.0,0.2,24,0,4
30,0.0,0.2,24,0,4
31,0.0,0.2,24,4,4
32,0.0,0.2,24,7,4
33,0.0,0.2,24,4,4
34,0.0,0.2,24,0,4
35,0.0,0.2,24,1,4
36,0.0,0.2,24,7,4
37,0.0,0.2,24,12,4
38,0.0,0.2,24,1,4
39,0.0,0.2,24,6,4
40,0.0,0.2,24,12,4
41,0.0,0.2,24,0,4
42,0.0,0.2,24,8,4
43,0.0,0.2,24,4,4
44,0.0,0.2,24,0,4
45,0.0,0.2,24,2,4
46,0.0,0.2,24,0,4
47,0.0,0.2,24,1,4
48,0.0,0.2,24,8,4
49,0.0,0.2,24,1,4
0,0.0,0.2,25,13,5
1,0.0,0.2,25,2,5
2,0.0,0.2,25,0,5
3,0.0,0.2,25,2,5
4,0.0,0.2,25,0,5
5,0.0,0.2,25,0,5
6,0.0,0.2,25,0,5
7,0.0,0.2,25,0,5
8,0.0,0.2,25,6,5
9,0.0,0.2,25,23,5
10,0.0,0.2,25,0,5
11,0.0,0.2,25,1,5
12,0.0,0.2,25,4,5
13,0.0,0.2,25,5,5
14,0.0,0.2,25,29,5
15,0.0,0.2,25,0,5
16,0.0,0.2,25,2,5
17,0.0,0.2,25,1,5
18,0.0,0.2,25,0,5
19,0.0,0.2,25,15,5
20,0.0,0.2,25,15,5
21,0.0,0.2,25,4,5
22,0.0,0.2,25,0,5
23,0.0,0.2,25,0,5
24,0.0,0.2,25,5,5
25,0.0,0.2,25,0,5
26,0.0,0.2,25,9,5
27,0.0,0.2,25,4,5
28,0.0,0.2,25,2,5
29,0.0,0.2,25,0,5
30,0.0,0.2,25,8,5
31,0.0,0.2,25,5,5
32,0.0,0.2,25,1,5
33,0.0,0.2,25,5,5
34,0.0,0.2,25,17,5
35,0.0,0.2,25,13,5
36,0.0,0.2,25,2,5
37,0.0,0.2,25,3,5
38,0.0,0.2,25,1,5
39,0.0,0.2,25,0,5
40,0.0,0.2,25,0,5
41,0.0,0.2,25,10,5
42,0.0,0.2,25,4,5
43,0.0,0.2,25,14,5
44,0.0,0.2,25,8,5
45,0.0,0.2,25,4,5
46,0.0,0.2,25,0,5
47,0.0,0.2,25,6,5
48,0.0,0.2,25,7,5
49,0.0,0.2,25,0,5
0,0.0,0.2,26,3,6
1,0.0,0.2,26,10,6
2,0.0,0.2,26,1,6
3,0.0,0.2,26,31,6
4,0.0,0.2,26,0,6
5,0.0,0.2,26,4,6
6,0.0,0.2,26,3,6
7,0.0,0.2,26,5,6
8,0.0,0.2,26,1,6
9,0.0,0.2,26,0,6
10,0.0,0.2,26,0,6
11,0.0,0.2,26,2,6
12,0.0,0.2,26,0,6
13,0.0,0.2,26,9,6
14,0.0,0.2,26,4,6
15,0.0,0.2,26,0,6
16,0.0,0.2,26,0,6
17,0.0,0.2,26,6,6
18,0.0,0.2,26,0,6
19,0.0,0.2,26,11,6
20,0.0,0.2,26,10,6
21,0.0,0.2,26,10,6
22,0.0,0.2,26,2,6
23,0.0,0.2,26,0,6
24,0.0,0.2,26,4,6
25,0.0,0.2,26,26,6
26,0.0,0.2,26,2,6
27,0.0,0.2,26,2,6
28,0.0,0.2,26,0,6
29,0.0,0.2,26,0,6
30,0.0,0.2,26,31,6
31,0.0,0.2,26,1,6
32,0.0,0.2,26,14,6
33,0.0,0.2,26,1,6
34,0.0,0.2,26,13,6
35,0.0,0.2,26,3,6
36,0.0,0.2,26,3,6
37,0.0,0.2,26,2,6
38,0.0,0.2,26,4,6
39,0.0,0.2,26,0,6
40,0.0,0.2,26,0,6
41,0.0,0.2,26,5,6
42,0.0,0.2,26,1,6
43,0.0,0.2,26,9,6
44,0.0,0.2,26,6,6
45,0.0,0.2,26,33,6
46,0.0,0.2,26,0,6
47,0.0,0.2,26,0,6
48,0.0,0.2,26,11,6
49,0.0,0.2,26,17,6
0,0.0,0.2,27,0,7
1,0.0,0.2,27,4,7
2,0.0,0.2,27,12,7
3,0.0,0.2,27,12,7
4,0.0,0.2,27,8,7
5,0.0,0.2,27,10,7
6,0.0,0.2,27,14,7
7,0.0,0.2,27,2,7
8,0.0,0.2,27,4,7
9,0.0,0.2,27,15,7
10,0.0,0.2,27,3,7
11,0.0,0.2,27,0,7
12,0.0,0.2,27,19,7
13,0.0,0.2,27,9,7
14,0.0,0.2,27,14,7
15,0.0,0.2,27,27,7
16,0.0,0.2,27,0,7
17,0.0,0.2,27,14,7
18,0.0,0.2,27,2,7
19,0.0,0.2,27,0,7
20,0.0,0.2,27,5,7
21,0.0,0.2,27,9,7
22,0.0,0.2,27,0,7
23,0.0,0.2,27,0,7
24,0.0,0.2,27,6,7
25,0.0,0.2,27,0,7
26,0.0,0.2,27,4,7
27,0.0,0.2,27,23,7
28,0.0,0.2,27,2,7
29,0.0,0.2,27,16,7
30,0.0,0.2,27,3,7
31,0.0,0.2,27,3,7
32,0.0,0.2,27,10,7
33,0.0,0.2,27,27,7
34,0.0,0.2,27,0,7
35,0.0,0.2,27,12,7
36,0.0,0.2,27,2,7
37,0.0,0.2,27,0,7
38,0.0,0.2,27,9,7
39,0.0,0.2,27,6,7
40,0.0,0.2,27,1,7
41,0.0,0.2,27,0,7
42,0.0,0.2,27,11,7
43,0.0,0.2,27,0,7
44,0.0,0.2,27,11,7
45,0.0,0.2,27,1,7
46,0.0,0.2,27,0,7
47,0.0,0.2,27,1,7
48,0.0,0.2,27,3,7
49,0.0,0.2,27,16,7
0,0.0,0.2,28,0,8
1,0.0,0.2,28,10,8
2,0.0,0.2,28,16,8
3,0.0,0.2,28,3,8
4,0.0,0.2,28,0,8
5,0.0,0.2,28,1,8
6,0.0,0.2,28,4,8
7,0.0,0.2,28,30,8
8,0.0,0.2,28,10,8
9,0.0,0.2,28,0,8
10,0.0,0.2,28,18,8
11,0.0,0.2,28,4,8
12,0.0,0.2,28,1,8
13,0.0,0.2,28,5,8
14,0.0,0.2,28,0,8
15,0.0,0.2,28,18,8
16,0.0,0.2,28,11,8
17,0.0,0.2,28,19,8
18,0.0,0.2,28,10,8
19,0.0,0.2,28,7,8
20,0.0,0.2,28,10,8
21,0.0,0.2,28,1,8
22,0.0,0.2,28,3,8
23,0.0,0.2,28,8,8
24,0.0,0.2,28,2,8
25,0.0,0.2,28,66,8
26,0.0,0.2,28,0,8
27,0.0,0.2,28,7,8
28,0.0,0.2,28,5,8
29,0.0,0.2,28,7,8
30,0.0,0.2,28,0,8
31,0.0,0.2,28,1,8
32,0.0,0.2,28,3,8
33,0.0,0.2,28,0,8
34,0.0,0.2,28,14,8
35,0.0,0.2,28,9,8
36,0.0,0.2,28,0,8
37,0.0,0.2,28,3,8
38,0.0,0.2,28,0,8
39,0.0,0.2,28,5,8
40,0.0,0.2,28,4,8
41,0.0,0.2,28,12,8
42,0.0,0.2,28,7,8
43,0.0,0.2,28,24,8
44,0.0,0.2,28,1,8
45,0.0,0.2,28,3,8
46,0.0,0.2,28,0,8
47,0.0,0.2,28,4,8
48,0.0,0.2,28,1,8
49,0.0,0.2,28,33,8
0,0.0,0.2,29,37,9
1,0.0,0.2,29,0,9
2,0.0,0.2,29,3,9
3,0.0,0.2,29,2,9
4,0.0,0.2,29,16,9
5,0.0,0.2,29,2,9
6,0.0,0.2,29,5,9
7,0.0,0.2,29,0,9
8,0.0,0.2,29,1,9
9,0.0,0.2,29,46,9
10,0.0,0.2,29,8,9
11,0.0,0.2,29,0,9
12,0.0,0.2,29,3,9
13,0.0,0.2,29,6,9
14,0.0,0.2,29,22,9
15,0.0,0.2,29,0,9
16,0.0,0.2,29,2,9
17,0.0,0.2,29,1,9
18,0.0,0.2,29,4,9
19,0.0,0.2,29,3,9
20,0.0,0.2,29,0,9
21,0.0,0.2,29,10,9
22,0.0,0.2,29,6,9
23,0.0,0.2,29,1,9
24,0.0,0.2,29,56,9
25,0.0,0.2,29,1,9
26,0.0,0.2,29,26,9
27,0.0,0.2,29,0,9
28,0.0,0.2,29,12,9
29,0.0,0.2,29,3,9
30,0.0,0.2,29,47,9
31,0.0,0.2,29,23,9
32,0.0,0.2,29,12,9
33,0.0,0.2,29,0,9
34,0.0,0.2,29,3,9
35,0.0,0.2,29,0,9
36,0.0,0.2,29,1,9
37,0.0,0.2,29,38,9
38,0.0,0.2,29,4,9
39,0.0,0.2,29,0,9
40,0.0,0.2,29,7,9
41,0.0,0.2,29,7,9
42,0.0,0.2,29,8,9
43,0.0,0.2,29,2,9
44,0.0,0.2,29,1,9
45,0.0,0.2,29,8,9
46,0.0,0.2,29,9,9
47,0.0,0.2,29,1,9
48,0.0,0.2,29,0,9
49,0.0,0.2,29,3,9
0,0.125,0.0,30,7,4
1,0.125,0.0,30,0,4
2,0.125,0.0,30,3,4
3,0.125,0.0,30,0,4
4,0.125,0.0,30,18,4
5,0.125,0.0,30,1,4
6,0.125,0.0,30,0,4
7,0.125,0.0,30,0,4
8,0.125,0.0,30,1,4
9,0.125,0.0,30,0,4
10,0.125,0.0,30,2,4
11,0.125,0.0,30,0,4
12,0.125,0.0,30,0,4
13,0.125,0.0,30,4,4
14,0.125,0.0,30,3,4
15,0.125,0.0,30,4,4
16,0.125,0.0,30,0,4
17,0.125,0.0,30,3,4
18,0.125,0.0,30,2,4
19,0.125,0.0,30,5,4
20,0.125,0.0,30,2,4
21,0.125,0.0,30,2,4
22,0.125,0.0,30,3,4
23,0.125,0.0,30,3,4
24,0.125,0.0,30,0,4
25,0.125,0.0,30,0,4
26,0.125,0.0,30,7,4
27,0.125,0.0,30,23,4
28,0.125,0.0,30,0,4
29,0.125,0.0,30,0,4
30,0.125,0.0,30,4,4
31,0.125,0.0,30,1,4
32,0.125,0.0,30,0,4
33,0.125,0.0,30,0,4
34,0.125,0.0,30,3,4
35,0.125,0.0,30,28,4
36,0.125,0.0,30,27,4
37,0.125,0.0,30,1,4
38,0.125,0.0,30,0,4
39,0.125,0.0,30,0,4
40,0.125,0.0,30,0,4
41,0.125,0.0,30,2,4
42,0.125,0.0,30,1,4
43,0.125,0.0,30,11,4
44,0.125,0.0,30,1,4
45,0.125,0.0,30,5,4
46,0.125,0.0,30,0,4
47,0.125,0.0,30,10,4
48,0.125,0.0,30,9,4
49,0.125,0.0,30,4,4
0,0.125,0.0,31,21,5
1,0.125,0.0,31,0,5
2,0.125,0.0,31,0,5
3,0.125,0.0,31,4,5
4,0.125,0.0,31,3,5
5,0.125,0.0,31,0,5
6,0.125,0.0,31,5,5
7,0.125,0.0,31,0,5
8,0.125,0.0,31,1,5
9,0.125,0.0,31,9,5
10,0.125,0.0,31,0,5
11,0.125,0.0,31,1,5
12,0.125,0.0,31,0,5
13,0.125,0.0,31,0,5
14,0.125,0.0,31,0,5
15,0.125,0.0,31,18,5
16,0.125,0.0,31,2,5
17,0.125,0.0,31,3,5
18,0.125,0.0,31,9,5
19,0.125,0.0,31,5,5
20,0.125,0.0,31,9,5
21,0.125,0.0,31,0,5
22,0.125,0.0,31,4,5
23,0.125,0.0,31,0,5
24,0.125,0.0,31,3,5
25,0.125,0.0,31,2,5
26,0.125,0.0,31,5,5
27,0.125,0.0,31,12,5
28,0.125,0.0,31,2,5
29,0.125,0.0,31,10,5
30,0.125,0.0,31,24,5
31,0.125,0.0,31,0,5
32,0.125,0.0,31,1,5
33,0.125,0.0,31,0,5
34,0.125,0.0,31,0,5
35,0.125,0.0,31,7,5
36,0.125,0.0,31,3,5
37,0.125,0.0,31,13,5
38,0.125,0.0,31,7,5
39,0.125,0.0,31,11,5
40,0.125,0.0,31,6,5
41,0.125,0.0,31,4,5
42,0.125,0.0,31,5,5
43,0.125,0.0,31,3,5
44,0.125,0.0,31,0,5
45,0.125,0.0,31,0,5
46,0.125,0.0,31,10,5
47,0.125,0.0,31,17,5
48,0.125,0.0,31,10,5
49,0.125,0.0,31,1,5
0,0.125,0.0,32,0,6
1,0.125,0.0,32,40,6
2,0.125,0.0,32,2,6
3,0.125,0.0,32,3,6
4,0.125,0.0,32,16,6
5,0.125,0.0,32,25,6
6,0.125,0.0,32,6,6
7,0.125,0.0,32,9,6
8,0.125,0.0,32,0,6
9,0.125,0.0,32,17,6
10,0.125,0.0,32,7,6
11,0.125,0.0,32,0,6
12,0.125,0.0,32,14,6
13,0.125,0.0,32,0,6
14,0.125,0.0,32,10,6
15,0.125,0.0,32,8,6
16,0.125,0.0,32,3,6
17,0.125,0.0,32,4,6
18,0.125,0.0,32,2,6
19,0.125,0.0,32,0,6
20,0.125,0.0,32,6,6
21,0.125,0.0,32,0,6
22,0.125,0.0,32,9,6
23,0.125,0.0,32,0,6
24,0.125,0.0,32,9,6
25,0.125,0.0,32,3,6
26,0.125,0.0,32,5,6
27,0.125,0.0,32,1,6
28,0.125,0.0,32,0,6
29,0.125,0.0,32,3,6
30,0.125,0.0,32,0,6
31,0.125,0.0,32,1,6
32,0.125,0.0,32,0,6
33,0.125,0.0,32,3,6
34,0.125,0.0,32,9,6
35,0.125,0.0,32,0,6
36,0.125,0.0,32,4,6
37,0.125,0.0,32,0,6
38,0.125,0.0,32,0,6
39,0.125,0.0,32,1,6
40,0.125,0.0,32,15,6
41,0.125,0.0,32,0,6
42,0.125,0.0,32,1,6
